*	name	Duo3.0 Sentence
*	card-order	3
*	repeat-missed	1
*	timer-force-wrong	1
*	card-theme	Chalkboard - Clear 2
*	tsv	true
Text 1	Text 2
湿気の多い気候はその半島の特色です。	A humid climate is characteristic of the peninsula.
その活火山は周期的に噴火する。	The active volcano erupts at regular intervals.
パナマ運河は大西洋と太平洋をつないでいる。	The Panama Canal connects the Atlantic with the Pacific.
ここの地理的特徴は、私たちの県のそれと似ている。	The geographical features here are similar to those of our prefecture.
たいてい、飢饉になると疫病も発生する。	More often than not, famine is accompanied by plague.
壊滅的規模の地震が州都を襲い、数万人の住民が家を失った。	A devastating earthquake hit the state capital, leaving tens of thousands of residents homeless.
「気をつけろっ！天井が崩れかけてるぞ！」	Watch out! The ceiling is giving way!
台風は速度を上げて沿岸に接近しそうだと天気予報では言っている。	The weather forecast says the typhoon is likely to accelerate and approach the coast.
「試合が中止になるかどうか、まだ決まらないんだ。」 「それがどうしたの？私にとってはどうでもいいことだわ。」	"It's still up in the air whether the game will be called off or not. ""So what? It makes no difference to me."""
「霧が濃いね。」 「本当ね。でも、たぶんこのあとは晴れるわ。」	"It's foggy, isn't it? ""It sure is. But chances are it'll clear up later on."""
ほとんどの場合、近代化は西欧化と同一のことと見なされる。	For the most part, modernization is identified with westernization.
都会の文化は多くの人々の目には魅力的に映る。とりわけ、若者にとっては。	Urban culture appears to be attractive to many people, in particular, to younger people.
AIは人工知能の略です。	"AI stands for ""artificial intelligence."""
家庭用の電化製品は日に日に便利になっている。	Household appliances are becoming more convenient day by day.
私の収入は四人家族を養うには十分でないけれども、それで何とかやっていくしかない。	My income is not adequate to provide for my family of four, but we have to make the best of it.
ホームページの人気は内容次第。	The popularity of a website depends on its content.
遅れずについていかなくちゃ。一度遅れをとったら追い付くのは大変だよ。	You've got to keep up with it. Once you fall behind, it's hard to catch up.
技術は急速に進歩するので、遅れを取らずについていくのは大変だ。	As technology rapidly advances, it's tough to keep pace with it.
ますます多くの人々が、その媒体の双方向的な性質を利用しようと躍起になっている。	More and more people are rushing to make use of the interactive nature of the medium.
革新的なものを生み出すこと、それは変わった現象を見逃さない能力と何らかの関係がある。	Innovation has something to do with the ability to notice unusual phenomena.
多くの他社が我々の優れた方法を真似している。	A bunch of other companies are imitating our excellent methods.
かつての荒涼とした盆地が、繁栄を謳歌するハイテクビジネスの中心地に変ぼうした。	The once desolate valley was transformed into a thriving hub of hi-tech business.
まだ改善の余地はたくさんあるけれども、彼の発明品はあらゆる点で従来の機器よりも優れている。	Although there's still plenty of room for improvement, his invention is superior to conventional equipment in every respect.
その会社の強さは、他社にない未来志向の戦略によって生み出されている。	The strength of the firm is attributed to its unique and future-oriented strategies.
ソニーはこのスゴイ機器に多岐にわたる機能を統合させた。全米で評判になり始めている商品だ。	SONY has integrated a wide range of functions into this cool gadget. It's catching on from coast to coast.
この道具は何かと便利だから、いつも手元に置いています。	This tool comes in handy, so I always keep it close at hand.
「一般的に、消費者は質よりも量を選びます。」 「今は全く逆です。」	"In general, consumers prefer quantity to quality. ""It's the other way around today."""
明らかにその広告は10代の若者層をターゲットにしている。	Obviously, the advertisement is aimed at teenagers.
現在建設中のその工場は、一日当たり1000台のビデオデッキを組立てることになる。	The factory now under construction will assemble 1,000 VCR units per day.
効率的な機械が、肉体労働に取って代わった。	Efficient machinery replaced manual labor.
当時、その巨大企業が国内の商業を事実上独占していた。	In those days, the gigantic corporation had a virtual monopoly over internal commerce.
制限が解除され、数千の新しい企業が誕生した。	With restrictions removed, thousands of new enterprises have come into being.
ばかげた新事業の結果、彼は破産の危機に瀕している。	As a result of his ridiculous venture, he is in danger of going bankrupt.
昨年と比べて、売上の数字だけを見れば事業は上向いている。しかしながら、利益はまだ全く出ていない。	Compared to the previous year, business is looking up in terms of sales. However, we haven't made any profit yet.
「海外の支店に転勤することになったよ。」 「えっ。寂しくなるわ。手紙でも下さいね。」	"I'm going to be transferred to an overseas branch. ""Oh, I'll miss you. Please drop me a line."""
彼が出張中に、奥さんが男の子の赤ちゃんを出産した。	While he was away on business, his wife gave birth to a baby boy.
どうやらニックは、自分の負担が増えるからその仕事を引き受けたがらなかったようだ。	Apparently, Nick wasn't willing to take on the task because it would just add to his burdens.
ボブは今夜、彼女とデートするつもりだったが、残業になってしまった。	Bob had intended to take her out tonight, but he had to work overtime.
「遅くとも金曜日までには損失の見積りを出して下さい。」 「何とかやってみましょう。」	"Please estimate the losses by Friday at the latest. ""I'll manage it somehow."""
「頼りにしてるわ、ニック。」 「大丈夫、きちんとやっておきます。」 「ありがとう。感謝するわ。」 「いいんですよ。」	"Nick, I'm counting on you. ""OK, I'll see to it."" ""Thanks, I appreciate it."" ""Don't mention it."""
彼は上司がそばにいる時は熱心なふりをする。	He pretends to be enthusiastic when his boss is around.
彼は同僚を踏み台にして出世した。恥を知るべきだ。	He got promoted at the expense of his colleagues. He should be ashamed of himself.
景気の後退が始まると、短期契約社員たちは次々に一時解雇を言い渡された。	As the recession set in, temporary employees were laid off one after another.
最近では、多くの人々が職に就きたくても就けないでいる。誰の責任だろう？	Nowadays, many people are out of work against their will. Who is responsible for that?
私も悲観的になってきて、以前は決して気にならなかったことに不安を感じている。	I've gotten pessimistic, and I'm worried about something I would never have been concerned about before.
今日では、サラリーマンでさえ大変な苦難に直面している。	Today, even white-collar workers are confronted with great hardships.
当局は通貨を安定させようと懸命だが、どうにもならない。	The authorities are striving in vain to stabilize the currency.
日本の膨大な赤字を削減することが何よりも緊急を要することだ、という結論に我々は達した。	We've come to the conclusion that nothing is more urgent than reducing Japan's huge deficit
アンケート用紙が無作為に配布された。	The questionnaires were distributed at random.
以下の空欄部分にご記入いただくだけで結構です。（黒または青インクではっきりと書いて下さい）	All you have to do is fill in the blanks below. (Please print in black or blue ink.)
10%の割引に加えて、無料のオプションツアーを一つ選択できます。	In addition to a 10% discount, you can pick out an optional excursion for free.
各目的地までの往復料金は下記の通りです。	Round-trip fares to each destination are as follows.
「事前に予約の確認をするのを忘れないでね。」 「ええ。」	"Don't forget to confirm your reservation in advance. ""I won't."""
遅くとも出発時刻の45分前には搭乗手続きを必ず完了させて下さい。	Be sure to check in at least 45 minutes prior to departure time.
自分の荷物に名札を付けたけれども、すぐに取れてしまった。	I attached my name tag to my baggage, but it soon came off.
これらの小包の重さは平均すると2ポンドです。	On average, these packages weigh two pounds.
このビニール製のゴミ袋は有害な化学物質を含んでいません。	This plastic garbage bag is free of hazardous chemicals.
この懐中電灯は明かりが弱くなってきた。電池を入れ替えないと。	This flashlight is getting dim. It needs new batteries.
すみません。ニューヨーク市街に行くシャトルバスはどの位の間隔で走ってますか？	Excuse me. How often do the shuttle buses run to downtown New York?
そのモーテルは400人もの宿泊客を泊められる。	The motel can accommodate as many as 400 guests.
このスイートルームは、私の持っているマンションの3倍の広さだ。	This suite is three times larger than my condominium.
この施設内でのゴミの投げ捨てには、最高500ドルの罰金が科せられることがあります。	Littering in this facility is subject to a maximum fine of $500.
あのレストランはいつでも混んでいるから、事前に予約をした方がいい。	That restaurant is always packed. We'd better make a reservation beforehand.
「食事の邪魔をして悪いんだけど、ちょっと内密に話がしたいの。」 「後で君のところに行くよ。」	"Sorry to interrupt your meal but I'd like a word with you in private. ""Can I get back to you later?"""
料理人は彼の信じられないほどの食欲にとても驚いた。	The cook was astonished at his incredible appetite.
「下で何が起こっているの？ すごく気になるわ。」 「さあ、何だろう。」	"What's going on down there? I'm curious. ""I have no idea."""
興奮したファンたちが、マイケルを一目見ようと裏口に群がっていた。	Excited fans were hanging around the rear exit hoping to catch a glimpse of Michael.
彼らは有名人と出くわすなり、サインをねだった。	On encountering the celebrity, they asked for his autograph.
海外に行くと必ず、時差ボケと下痢に悩まされる。	Whenever I go abroad, I suffer from jet lag and diarrhea.
「何だか目まいと吐き気がするよ。」 「顔が真っ青よ。」	"I feel sort of dizzy and I feel like throwing up. ""You look pale!"""
鎮痛剤を飲めば、すぐに頭痛は治まります。	Take some aspirin. It will cure you of your headache in no time.
「何だか体調が悪いなあ。」 「一日休みを取った方がいいわよ。」	"I'm afraid I'm coming down with something. ""You should take a day off."""
この飲料に含まれている成分には有害なものもある。とりわけ、妊娠中の人にとっては。	Some of the ingredients in this beverage are harmful, especially if you are pregnant.
十分な栄養摂取は幼児の発育にとって極めて重要です。	Good nutrition is vital for an infant's growth.
適度な運動は血行をよくする。	Moderate exercise stimulates the circulation of the blood.
当分の間は酒を控えるようにと、医者に忠告された。	My physician advised me to refrain from alcohol for the time being.
本当に体調を良くしたいし、減量もしたいから、毎朝泳ぎに行っています。	I do want to get into shape and lose some weight, so I go swimming every morning.
昨日の夜更かしがたたって、彼はひどい風邪をひいた。	He caught a nasty cold because he stayed up late last night.
外科医に説得されて、彼は臓器移植手術を受けることにした。	The surgeon persuaded him to undergo an organ transplant.
父が寝たきりなので私たちが交代で面倒を見ています。	Since our father is bedridden, we take turns looking after him.
ジャンクフードの過剰な摂取は早死にの一因になる、というのが我々の仮説だ。	Our hypothesis is that eating excessive amounts of junk food contributes to early mortality.
政府は感染の拡大を未然に防ぐための適切な措置を取らなかった。	The government did not take appropriate measures to prevent the infection from spreading.
その大臣は内閣からの辞任を余儀なくされた。	The minister was obliged to resign from the Cabinet.
多くの人々は、現行の義務教育制度が時代遅れであると考えている。	Many people regard the current compulsory education system as being obsolete.
大きな目標を実現するようにと、たくさんの人が私を励ましてくれた。	Many people encouraged me to fulfill my ambitions.
自分の夢を実現させるために、彼は学校を中退して東京を目指した。	To make his dreams come true, he dropped out of school and made his way to Tokyo.
「普段は何をなさっているんですか？」 「大学生です。ハーバードの1年です。」 「専攻は？」 「哲学です。」	"What do you do? ""I'm a college student, a freshman at Harvard."" ""What's your major?"" ""Philosophy."""
2001年4月1日から授業料が10%近く値上げになります。	Tuition will be raised by nearly ten percent as of April 1, 2001.
「奨学金を申し込もうかどうか悩んでいるの。」 「やるだけやってみなよ！」	"I'm of two minds whether to apply for the scholarship or not. ""Give it a try!"""
彼は慶応大学を卒業するとすぐに家業を継いだ。	As soon as he graduated from Keio University, he took over his family's business.
軍の規律は厳格だから、あなたはそっちの世界に向かないわ。	You aren't cut out for the military because of its rigid discipline.
私はどんな犠牲を払ってでも、脚本家で食べていくと心に決めている。	I am determined to make a living as a playwright at all costs.
彼も大人になって、物事を総合的な視野で見られるようになった。	As he grew up, he learned to put things in perspective.
同じような人々からなる私たちの地域社会では、体制に従おうとする意識は不可欠な要素である。	Conformity is an essential element of our homogeneous community.
会社のためにあくせく働くよりは、我が道を行くほうがいい。型にはまろうとしたって何の得にもならないよ！	I'd rather go my own way than toil away for a company. Trying to fit into a mold gets me nowhere!
トムは性格が彼のおじに似ている。つまりその、生まれつきの頑固者。彼は絶対に折れない。	Tom takes after his uncle in personality. I mean, he is obstinate by nature. He never gives in.
機が熟したら、大胆に突き進むんだ！僕がいつもそばにいる。	When the time is ripe, be bold and go for it! I'll stand by you.
自分の信念を守るためには立ち上がるし、いかなる脅威にも屈しないつもりだ。	I'll stand up for what I believe in and won't yield to any threats.
「自分の弱点を克服できさえすればなあ。」 「あなた次第よ。」	"If only I could conquer my weaknesses! ""It's up to you."""
自分の才能を示すために、めったにないこの機会を最大限に利用するべきだ。	You should make the most of this rare opportunity to demonstrate your talent.
僕をがっかりさせないよね。信頼しているよ。君ならうまくやれるさ！	You won't let me down. I have great faith in you. You can make it!
観客たちは彼女の優雅な演技に感動した。	The spectators were moved by her graceful performance.
1995年、安藤氏は建築における最も権威ある賞を受賞した。	In 1995, Ando received architecture's most prestigious award.
逆境をものともせず、マイクはすばらしい偉業を成し遂げた。称賛を受けるのは当然だ。	In the face of adversity, Mike accomplished an extraordinary feat. He deserves praise.
聴衆は彼の説得力のある講義に感銘を受けた。	The audience was impressed by his eloquent lecture.
庶民の身から、ジョンは世界的な名声を勝ち取った。	From a humble background, John achieved worldwide fame.
彼は戦後に莫大な財産を築いた。	He accumulated a tremendous fortune during the postwar era.
彼は以前は裕福で気前もよかったけれど、今ではその日暮らしだ。	He used to be well off and generous, but now he lives from hand to mouth.
ニックはその報酬に満足していない。彼は自己中心的で欲が深い。	Nick is by no means satisfied with the reward. He is selfish and greedy.
「全部で200ドル貸してるの、ボブ。いつ返すつもりなの？」 「ごめん、金欠なんだ。」 「またなの？」	"You owe me $200 altogether, Bob. When are you going to pay me back? ""I'm sorry. I'm hard up."" ""There you go again!"""
ブライアンが驚いたことに、借金はかなりの額になっていた。	To Brian's surprise, his debt amounted to a considerable sum.
過去の栄光にしがみつくのはやめないと、取り残されるわよ。	Stop clinging to your glory days, or you'll be left behind.
今日の厳しい現実からは逃れられない以上、それに順応しなければならない。	You cannot escape from today's harsh realities, so you must adapt to them.
繁栄は永遠に続くものではない。つまり、いつかは終わりを迎えるものだ。	Prosperity does not last forever. In other words, it will come to an end one of these days.
その職種には相応の資格や能力が必要で、コンピューターが使えることは絶対条件である。	Proper qualifications are required for the position; computer literacy is a must.
この封筒に履歴書も入れて人事部に提出して下さい。	Enclose your resume in this envelope and submit it to the personnel department.
物事がうまく行くと信じるなんて君も楽観的だね。可能性はせいぜい50%だよ。	It's optimistic of you to believe that things will work out. At best there's a fifty-fifty chance.
登録用紙は無料で入手できます。	Registration forms can be obtained free of charge.
この講習会に参加をご希望の方は、今すぐお電話下さい。	Please give us a call now if you want to participate in the workshop!
さらにご質問がありましたら、どうぞご遠慮なくフリーダイヤル1-800-555-1212までお電話ください。	For further inquiries, please feel free to contact us toll-free at 1-800-555-1212.
「ボブ、最近どう？」 「最高だよ！就職面接がうまくいったんだ。」 「やったじゃない！」	"How's it going, Bob? ""Couldn't be better! I did well in my job interview!"" ""Good for you!"""
研修生たちは、彼から与えられた指示がさっぱりわからなかった。	He gave instructions to the trainees, but they couldn't make heads or tails of them.
一度に二つのことはできないよ。無理に決まってる。一つずつやりなよ。	You can't do two things at one time! It's out of the question. Do them one by one.
「ボブ、彼女の邪魔をしちゃだめだぞ。ちょっかいを出すなよ。」と彼は小声で言った。	Bob, don't disturb her. Mind your own business, he whispered.
そうやってしつこく彼女を困らせると、彼女も怒り出すぞ。	If you persist in bothering her like that, she'll lose her temper.
彼はあまりに子供だから誘惑に勝てなかった。	He was so childish that he couldn't resist temptation.
「ぎゃあぎゃあ言うのはやめて。本当にいらいらするわ。」と彼女は叫んだ。	Stop making a fuss. It really gets on my nerves! she shouted.
ニックに口答えしたって無駄だよ。言ってみりゃ彼は独裁者さ。	"There's no point in talking back to Nick. He is a ""dictator,"" so to speak."
彼女たちは彼の前ではとても礼儀正しいが、実際には、いつも陰口を叩いている。	They are very polite in his presence, but actually, they always talk about him behind his back.
「ニックを軽蔑しているんだろう？」 「とんでもない！尊敬しているわ。」	"You despise Nick, don't you? ""On the contrary! I look up to him."""
彼の絶え間ない侮辱が、彼女の怒りをかき立てた。	His constant insults aroused her anger.
書類の整理とかお茶くみには、ほとほとうんざり。会社を辞めることにしたわ！	I'm fed up with just shuffling papers and pouring coffee. I've made up my mind to quit!
実際、多くの人々が家計のやりくりに苦労している。月々10万円でどうしたらやっていけるだろう？	In reality, many people have difficulty making ends meet. How can you get by on 100,000 yen a month?
女性職員が自分たちの日常業務に不満を言うのももっともだ。全くやりがいの無い仕事だから。	Female clerks may well complain about their routines, which are not challenging at all.
抜本的に事業の再構築をおこなったおかげで、当社の黒字は3倍に膨らんだ。	Thanks to a fundamental restructuring, our surplus has swelled threefold.
現在の多くの人が、会社に対する忠誠はばかげた考えだと思っている。	Many people today think of loyalty to a company as an absurd notion.
僕は遠い郊外からわざわざ通勤しなければならない。もううんざりだ！	I have to commute all the way from a distant suburb. I'm sick of it!
余生は自分の理想の追求に費やしたい。	I want to spend the rest of my life pursuing my ideals.
現役を引退した後、テレサは孤児の世話に一身を捧げた。	After retirement, Teresa devoted herself to caring for orphans.
困っている子どもたちのために、私たちは募金活動に協力した。	For the sake of children in need, we cooperated to collect donations.
その慈善団体には、およそ20億円の寄付をした人物の名前が付けられている。	The charity is named after a man who gave away some two billion yen.
彼の自叙伝が今日発売され、午前中に完売した。	His autobiography was released today and was sold out by noon.
高潔な人物だと度々称されるテッドが、市長に立候補する。	Ted, who is often referred to as a man of integrity, is going to run for mayor.
その候補者は選挙結果に落胆した。	The candidate was disappointed by the outcome of the election.
市議会は具体的な問題にもっと焦点を当てるべきだ。	The municipal council should concentrate more on specific issues.
年金生活者が厳しい生活を強いられているというのは事実です。	It is the case that those who live on a pension are forced to lead a hard life.
このデータは除外した方がいい。正確と言うにはほど遠いものだ。	We should leave out this data. It's far from accurate.
私たちは政治家というと偽善を連想しがちだ。	We tend to associate politicians with hypocrisy.
彼らの一番の関心事は、私たちの生活水準を高めることではなく、私たちから搾取することだ。	They are primarily concerned with exploiting us, not with enhancing our living standards.
その男はかつて保守政党に対して支配的影響力を及ぼしていたが、今では彼の力も弱まっている。	The man once exerted a dominant influence on the conservative party, but now his power is diminishing.
報道担当者は「調査中です」と言って一切のコメントを拒否した。	"The spokesperson refused to make any comment, saying, ""It's under investigation."""
背後で糸を引いている人物がいると警察は言っている。	The police say there's someone pulling strings behind the scenes.
役員たちは何らかの見返りを期待して、官僚たちを料亭、すなわち、高級な日本料理店で接待した。	The executives entertained the bureaucrats at ryotei, or exclusive Japanese restaurants, hoping for something in return.
彼の秘書は機密情報をいっさい漏らしていないと明言した。	His secretary flatly denied leaking any confidential information.
クビになるのが怖いから、雇用主にあえて逆らおうとする人は誰一人としていない。	No one dares to contradict his/her employer for fear of being fired.
彼は自分の尊厳を守るために、将来有望な経歴を犠牲にした。	He sacrificed his promising career to retain his dignity.
自分の運命に甘んじるぐらいなら自殺した方がましだ。	I might as well kill myself as reconcile myself to my fate.
毒物を飲んで自殺しようとした直前に彼は思いとどまった。	He was about to commit suicide by swallowing poison when he thought better of it.
その曖昧な噂は嘘だとわかった。だがそれでも、多少の疑いはまだ残る。	The vague rumor proved to be false. Nevertheless, some skepticism lingers on.
ある政府高官が企業から賄賂を受け取った容疑をかけられている。しかし、逮捕するには証拠が不十分だ。	A senior official is suspected of accepting bribes from a company, but there isn't sufficient evidence to arrest him.
そのプロジェクトの責任者であったジェイソンが、汚職に手を染めた理由で解任された。	Jason, who was in charge of the project, was dismissed for corruption.
私の知る限り、彼はその詐欺の企みには関与していません。	To my knowledge, he has not been involved in the fraud scheme.
関連書類の山を調べていくうちに、彼らは真実をつかんだ。	They found out the truth while examining a pile of relevant documents.
彼らが数十年にわたって違法取引を隠蔽していたことが、公判中に明らかになった。	During the trial it came to light that they had been covering up illegal transactions for decades.
刑事はその場で、彼の証言を一言一句正確に書き取った。	The detective took down his testimony on the spot, word for word.
生まれて初めて良心の呵責を感じましたが、そうする以外にその場をしのぐ方法はありませんでした。	For the first time in my life, I felt a pang of conscience, but there was no other way out.
昨日の夜に見た生々しい悪夢がまだ頭から離れない。	I'm still haunted by a vivid nightmare I had last night.
概して、記者というものは個人のプライバシーを侵害することにためらいを感じない。	By and large, reporters don't hesitate to intrude on one's privacy.
著者は何度も何度も現稿を手直しした。	The author revised his manuscript over and over again.
他人の過ちを指摘することにかけては、彼の右に出るものはいない。	He is second to none when it comes to finding fault with others.
概して、エリートたちは批判に対して鈍感だ。	On the whole, the elite are not sensitive to criticism.
ある大衆紙に彼は麻薬常用者だと暴露され、彼の評判はほとんど地に落ちた。	When a tabloid revealed that he was a drug addict, his reputation was all but ruined.
彼らはその防衛計画をあらゆる面から検討し、多数の問題箇所を指摘した。	They considered every aspect of the defense program and pointed out numerous flaws.
我々は、誰であろうとテロ活動に携わる者に寛容でいるつもりはない。	We will not tolerate anyone who engages in terrorism.
悪名高い反乱兵はついに捕らえられ、拘置所に身柄を拘束された。	The notorious rebel was ultimately captured and confined to jail.
暴動を鎮圧するために、直ちに軍隊が派遣された。	Troops were swiftly called in to put down the riot.
私たちは暴力に頼るのではなく、理性に訴えるべきだ。	We should appeal to reason instead of resorting to violence.
当分の間は柔軟な戦術をとってみてはどうでしょう。	I suggest we adopt flexible tactics for the moment.
軍は全領土を占領することに成功した。	The armed forces succeeded in occupying the entire territory.
このような状況では、敵は降伏せざるを得ない。彼らがこれ以上持ちこたえることは不可能だ。	under the circumstances, the enemy has no choice but to surrender. They can't hold out any longer.
遅かれ早かれ、人質たちは解放されるだろう。	Sooner or later, the hostages will be set free.
専制政治による支配のもとで、罪のない人々が市民権を剥奪された。	Under the reign of tyranny, innocent people were deprived of their citizenship.
その命令にいやいや従う兵士もいた。	Some soldiers were reluctant to obey the commands.
彼の政権はきっと崩壊する。	His regime is bound to collapse.
同盟諸国はその侵略行為が国連決議に違反するものとして、厳しく非難した。	The allies condemned the invasion as a violation of UN resolutions.
その国で内乱が勃発する可能性がないとは断言できない。	We cannot rule out the possibility that civil war will break out in that country.
その植民地は独立を宣言し、共和国となった。	The colony declared independence and became a republic.
その高潔な愛国者に敬意を表して、巨大な記念碑が建てられた。	An immense monument was erected in honor of the noble patriot.
彼はひざまずいて故人の霊に祈りを捧げた。	He got down on his knees and prayed for the souls of the deceased.
最高裁判所は皇居の近くにある。	The Supreme Court is located near the Imperial Palace.
中絶合法賛成派グループが中絶の禁止に対して抗議した。	The pro-choice group protested against a ban on abortion.
フォード上院議員はその激しい論争において、中立の立場を守った。	Senator Ford remained neutral in the bitter controversy.
フォード氏はここ一週間ずっと困難な立場に置かれている。もはや、彼にはどうすることもできない。	Ford has been in a difficult situation all week long. He is no longer capable of coping with it.
首脳会談は世界中で同時に放送される予定だ。	The summit talks are to be broadcast simultaneously throughout the world.
外交的対話のおかげでその紛争に終止符を打つことができた。	Diplomatic dialogue helped put an end to the conflict.
両国の相互理解を深めるために、ジョンソンさんが親善大使に任命された。	Johnson was appointed as a goodwill ambassador to foster understanding between the two nations.
その専門家は国際的な緊張が高まっていくと予測している。	The specialist predicts international tension will build up.
私の考えでは、恒久的な平和など幻想に過ぎない。	In my opinion, permanent peace is nothing but an illusion.
民族的少数派は偏見、貧困、抑圧と戦っている。	Ethnic minorities struggle against prejudice, poverty, and oppression.
すべての差別をなくすために、私たちはあらゆる努力をしなければならない。	We must make every effort to do away with all discrimination.
移民たちは肉体的、精神的苦痛に耐えてきた。	The immigrants have endured physical and mental pain.
その改正案は、人種の多様性を考慮していないとの理由で却下された。	The amendment was rejected because it didn't take racial diversity into account.
言うまでもなく、難民たちは自由を強く求めていた。	Needless to say, the refugees were longing for freedom.
ある調査によると、今日では5人中3人が外交問題には無関心だそうだ。	According to a survey, three in five people are indifferent to foreign affairs.
安全保障条約が期限切れになったら、日米関係はどうなるだろう？	What will become of Japan-U.S. relations if the security treaty expires?
日本が不公平な関税を撤廃しなければ、米国は制裁措置を取るだろう。	Unless Japan eliminates its unfair tariffs, the U.S. will impose sanctions.
両国の間では貿易摩擦がいつ生じてもおかしくない。	Trade friction might arise between the two nations at any moment.
我々の最優先事項はこの論争にきっぱりと決着を付けることだ。そのためには相手側との妥協も覚悟している。	Our top priority is to settle this dispute once and for all, so we are ready to meet them halfway.
連邦予算はかろうじて議会の承認を得た。	The federal budget was narrowly approved by Congress.
政府は別の歳入源を探さなければいけない、と彼は主張している。	He argues that the administration must look for alternative sources of revenue.
世論調査の結果から、圧倒的多数の人がその法律を支持していることがわかる。	A poll shows that an overwhelming majority is in favor of the legislation.
警察はその残虐な殺人事件の手がかりを捜している。	The cops are searching for clues to the brutal murder.
その男は頭がおかしいに違いない。善悪の区別がつけられないんだ。	The man must be insane. He can't distinguish vice from virtue.
凶器に残された指紋は容疑者のものと一致する。	The fingerprints left on the weapon correspond with the suspect's.
その著名な心理学者が誘拐罪で訴えられたことに、私たちはみな驚いた。	It took us all by surprise when the noted psychologist was accused of kidnapping.
陪審団による有罪評決が大論争の引き金となった。	The jury's guilty verdict gave rise to widespread debate.
男は情報酌量を求めたが、犯した罪に対して20年の懲役刑が言い渡された。	The man pleaded for mercy, but he was sentenced to twenty years in prison for his crime.
勤務中の警官は、一人のお年寄りが自分の背後に近づいてくるのに気付いた。	The officer on duty perceived an elderly man coming up behind him.
彼はその家に押入ろうとしている泥棒を目にした。	He caught sight of a thief attempting to break into the house.
おととい、彼はその原野で奇妙な出来事を目撃した。	The day before yesterday he witnessed a weird incident in the wilderness.
通路の向こうから、誰かが私をじっと見ているのに気付いたので振り向いた。しかし、誰の姿も見えなかった。	I became aware of someone staring at me from across the aisle, so I turned around. But there was no one in sight.
何者かに腕をつかまれ、彼女は怖くて悲鳴を上げた。	She screamed with horror as someone took hold of her arm.
彼女の無事を知らされて、彼は安堵のため息をついた。	Informed of her safety, he breathed a sigh of relief.
銃弾が胸を貫通し、彼は危篤状態に陥った。	The bullet penetrated his chest, leaving him in critical condition.
そうなったのが故意なのか過失なのか、現在のところまだはっきりしない。	At present, it's still uncertain whether it was done deliberately or by accident.
デリカエッセンから火災が発生し、灰の山を残して全焼した。	A deli caught fire and burned down, leaving a heap of ashes.
花火の貯蔵庫が突然爆発し、激しい炎を鎮めるまでに2日間を要した。	All of a sudden the fireworks warehouse exploded, and it took two days to put out the blaze.
30階建てのビルで爆弾が爆発し、50人以上が重傷を負った。	A bomb went off in a thirty-story building, and more than fifty people were seriously wounded.
アテネへ向かう一隻の貨物船が、何の痕跡も残さずに地中海で沈没した。	A cargo vessel, bound for Athens, sank in Mediterranean without a trace.
無謀な男たちが南極探検中に凍死した。	The reckless men froze to death during their expedition to the Antarctic.
同じことが繰り返されないように、その悲劇を忘れてはならない。	The tragedy must be remembered so as not to be repeated.
その展覧会に行くと古代文明に対する深い理解が得られる。	The exhibition offers profound insights into ancient civilization.
イタリアンルネッサンスを開花させるきっかけを作ったのはジョットの功績だ。	Giotto is credited with sowing the seeds of the Italian Renaissance.
ボブは装飾された額にその肖像画を収めたけれど、上下逆さまだった。	Bob mounted the portrait in a fancy frame, but it was upside down.
この荘厳な大聖堂の建立は中世にまでさかのぼる。	This magnificent cathedral dates back to the Middle Ages.
アジアの宗教から閃きを得て、彼は複数のすばらしい彫刻作品を生み出した。	Asian religions inspired him to create splendid sculptures.
彼らは埋蔵された宝物を求めて砂漠を探検した。	They explored the desert in search of buried treasure.
たとえいくらかかろうともその傑作を手に入れると、その大富豪は言い張った。	The millionaire insisted on acquiring the masterpiece no matter how it cost.
神話や伝説は代々語り継がれていくべきだ。	Myths and legends should be handed down from generation to generation.
その言語学者はいくつかの中国語の方言を流暢に話す。	The linguist is fluent in several Chinese dialects.
その部族は祖先を崇拝し、私たちにはなじみのない独自の言語を話す。	The tribe worships its ancestors and speaks its own language, which is not familiar to us.
その州ではいまだに古い慣習が根強い、とその文化人類学者は言っている。	The anthropologist says old customs still prevail in the province.
意地の悪い魔女が男にとんでもない魔法をかけて、虫に変えてしまった。	The wicked witch cast an evil spell on the man and turned him into a bug.
その険しい小道に沿って彼らは前進した。それは国境へたどり着く唯一の方法だった。	They proceeded along the steep path, which was the sole access to the border.
洞窟から大きな猿が現れると、彼らはびっくりして逃げて行った。	When a big ape emerged from the cave, they got frightened and ran away.
「信じてくれないかもしれないけど、宇宙人を見たの。で、消えちゃったのよ！」 「冗談はよせよ。」	"Believe it or not, I saw an alien and then it vanished! ""Give me a break!"""
かなりの数の人々が、その夫婦の結婚記念のお祝いに招待されている。	Quite a few people have been invited to celebrate the couple's anniversary.
もうすぐ準備完了です。その間、軽食をご自由につまんでください。	It won't be long before everything is ready. In the meantime, help yourself to some snacks.
けばけばしい奇妙な服を着ていた彼女は、人混みの中でもひときわ目立った。	Dressed in a loud and peculiar outfit, she stood out in the crowd.
招かれた人は皆、彼女のもてなしに心を打たれた。	All the guests were touched by her hospitality.
彼女のよれよれの服は、その場にはふさわしくなかった。	He shabby clothes were not suitable for the occasion.
たまたま知り合った人たちと話すには、その話題は立ち入り過ぎている。	That topic is too intimate to share with casual acquaintances.
